division,category,Gene Symbol,Gene Name,geneid,Ensembl IDs,UniProt IDs,Human Orthologue,Mouse Orthologue,Dr Matrisome,combined_orthology
Matrisome-associated,Secreted Factors,s100a1,S100 calcium binding protein A1,ZDB-GENE-040916-1,ENSDARG00000015543,A3KH13:F5HN07,S100A1,S100a1,Yes,S100A1
Matrisome-associated,Secreted Factors,s100a10a,S100 calcium binding protein A10a,ZDB-GENE-041010-35,ENSDARG00000037425,Q5XJJ5,S100A10,S100a10,Yes,S100A10
Matrisome-associated,Secreted Factors,s100a10b,S100 calcium binding protein A10b,ZDB-GENE-040426-1937,ENSDARG00000025254,Q7ZVA4,S100A10,S100a10,Yes,S100A10
Matrisome-associated,Secreted Factors,s100a11,S100 calcium binding protein A11,ZDB-GENE-070717-5,ENSDARG00000093628,Q5XJJ5:A5WW28,S100A11,S100a11,Yes,S100A11
Matrisome-associated,Secreted Factors,s100b,"S100 calcium binding protein, beta (neural)",ZDB-GENE-040718-290,ENSDARG00000057598,Q6DGT8,S100B,S100b,Yes,S100B
Matrisome-associated,Secreted Factors,s100z,S100 calcium binding protein Z,ZDB-GENE-050522-69,ENSDARG00000038729,Q503K9,S100Z,S100z,Yes,S100Z
Matrisome-associated,Secreted Factors,scube1,"signal peptide, CUB domain, EGF-like 1",ZDB-GENE-050302-78,ENSDARG00000063097,A0A0R4IN49:I1TMD7:A0A0R4IBT9:M1FTT7:A7MD60,SCUBE1,Scube1,Yes,SCUBE1
Matrisome-associated,Secreted Factors,scube2,"signal peptide, CUB domain, EGF-like 2",ZDB-GENE-050302-80,ENSDARG00000037362,Q5G872:F1Q6K4:A0A0B5JWE1,SCUBE2,Scube2,Yes,SCUBE2
Matrisome-associated,Secreted Factors,scube3,"signal peptide, CUB domain, EGF-like 3",ZDB-GENE-060717-1,ENSDARG00000011490,F1R0I7:A0A075Q8L3:I1TMD8,SCUBE3,Scube3,Yes,SCUBE3
Matrisome-associated,Secreted Factors,sfrp1a,secreted frizzled-related protein 1a,ZDB-GENE-040310-5,ENSDARG00000035521,Q7T2K9:Q568X0:B0V369:A0A0B5JK22:Q32PN6,SFRP1,Sfrp1,Yes,SFRP1
Matrisome-associated,Secreted Factors,sfrp1b,secreted frizzled-related protein 1b,ZDB-GENE-061103-1,ENSDARG00000057678,A3KNP6:A8KBU5,SFRP1,Sfrp1,Yes,SFRP1
Matrisome-associated,Secreted Factors,sfrp2,secreted frizzled-related protein 2,ZDB-GENE-061013-293,ENSDARG00000070050,Q08BI8:F1R238,SFRP2,Sfrp2,Yes,SFRP2
Matrisome-associated,Secreted Factors,sfrp5,secreted frizzled-related protein 5,ZDB-GENE-011108-2,ENSDARG00000039041,Q6YNR8:Q90ZG8:F1QJG6,SFRP5,Sfrp5,Yes,SFRP5
Matrisome-associated,Secreted Factors,shha,sonic hedgehog a,ZDB-GENE-980526-166,ENSDARG00000068567,A0A0B5JF88:Q1MTB5:Q92008,SHH,Shh,Yes,SHH
Matrisome-associated,Secreted Factors,shhb,sonic hedgehog b,ZDB-GENE-980526-41,ENSDARG00000038867,Q6DBX7:Q90419:A0A0B5JJZ7,SHH,Shh,Yes,SHH
Matrisome-associated,Secreted Factors,tdgf1,teratocarcinoma-derived growth factor 1,ZDB-GENE-990415-198,ENSDARG00000035095,O57516:F1Q691:O57517:A7MCB2:Q504I5,TDGF1,Tdgf1,Yes,TDGF1
Matrisome-associated,Secreted Factors,tgfa,"transforming growth factor, alpha",ZDB-GENE-040724-208,ENSDARG00000053939,I3ISP4:Q7T011,TGFA,Tgfa,Yes,TGFA
Matrisome-associated,Secreted Factors,tgfb1a,"transforming growth factor, beta 1a",ZDB-GENE-030618-1,ENSDARG00000041502,Q7ZZU7:F1R741,TGFB1,Tgfb1,Yes,TGFB1
Matrisome-associated,Secreted Factors,tgfb1b,"transforming growth factor, beta 1b",ZDB-GENE-091028-1,ENSDARG00000034895,E9QHW0,TGFB1,Tgfb1,Yes,TGFB1
Matrisome-associated,Secreted Factors,tgfb2,"transforming growth factor, beta 2",ZDB-GENE-030723-3,ENSDARG00000027087,Q7SZV4:F8W4A6,TGFB2,Tgfb2,Yes,TGFB2
Matrisome-associated,Secreted Factors,tgfb2l,"ransforming growth factor, beta 2, like",ZDB-GENE-130425-3,NSDARG00000071879,F1QXC6:A0A0R4IZ02,TGFB2,Tgfb2,Yes,TGFB2
Matrisome-associated,Secreted Factors,tgfb3,"transforming growth factor, beta 3",ZDB-GENE-030723-4,ENSDARG00000019367,Q7SZV3:Q66I23,TGFB3,Tgfb3,Yes,TGFB3
Matrisome-associated,Secreted Factors,thpo,thrombopoietin,ZDB-GENE-110510-1,ENSDARG00000079158,B5L331:F1RB26,THPO,Thpo,Yes,THPO
Matrisome-associated,Secreted Factors,tnfa,"tumor necrosis factor a (TNF superfamily, member 2)",ZDB-GENE-050317-1,ENSDARG00000009511,Q08CQ3:Q6T9C7:Q1L8A5,TNF,Tnf,Yes,TNF
Matrisome-associated,Secreted Factors,tnfb,"tumor necrosis factor b (TNF superfamily, member 2)",ZDB-GENE-050601-2,ENSDARG00000013598,Q4W898:Q1JQ40,TNF,Tnf,Yes,TNF
Matrisome-associated,Secreted Factors,tnfsf10,"tumor necrosis factor (ligand) superfamily, member 10",ZDB-GENE-040718-335,ENSDARG00000057241,Q6DHG9,TNFSF10,Tnfsf10,Yes,TNFSF10
Matrisome-associated,Secreted Factors,tnfsf10l,"tumor necrosis factor (ligand) superfamily, member 10 like",ZDB-GENE-010801-1,ENSDARG00000004196,Q0PKY0:F1QT03:F1Q767:Q7ZYX9:Q9DDZ5,TNFSF10,Tnfsf10,Yes,TNFSF10
Matrisome-associated,Secreted Factors,tnfsf11,"tumor necrosis factor (ligand) superfamily, member 11",ZDB-GENE-090805-2,ENSDARG00000068141,E7F3U1,TNFSF11,Tnfsf11,Yes,TNFSF11
Matrisome-associated,Secreted Factors,tnfsf12,"tumor necrosis factor (ligand) superfamily, member 12",ZDB-GENE-060929-376,ENSDARG00000069376,Q08BZ0,TNFSF12,Tnfsf12,Yes,TNFSF12
Matrisome-associated,Secreted Factors,tnfsf13,"tumor necrosis factor (ligand) superfamily, member 13",ZDB-GENE-120508-6,ENSDARG00000091556,F1QSF7:D2DMJ8,TNFSF13,Tnfsf13,Yes,TNFSF13
Matrisome-associated,Secreted Factors,tnfsf13b,"tumor necrosis factor (ligand) superfamily, member 13b",ZDB-GENE-080204-44,ENSDARG00000012945,A8WG11:F1QUA2:A0A0R4IKC8,TNFSF13B,Tnfsf13b,Yes,TNFSF13B
Matrisome-associated,Secreted Factors,tnfsf14,"tumor necrosis factor (ligand) superfamily, member 14",ZDB-GENE-101109-3,ENSDARG00000076274,E7FBC0,TNFSF14,Tnfsf14,Yes,TNFSF14
Matrisome-associated,Secreted Factors,tnfsf18,"tumor necrosis factor (ligand) superfamily, member 18",ZDB-GENE-101109-1,ENSDARG00000079550,F1Q791:A9Y5K7,TNFSF18,Tnfsf18,Yes,TNFSF18
Matrisome-associated,Secreted Factors,tpo,thyroid peroxidase,ZDB-GENE-110519-2,ENSDARG00000033280,E7F4W5,TPO,Tpo,Yes,TPO
Matrisome-associated,Secreted Factors,vegfaa,vascular endothelial growth factor Aa,ZDB-GENE-990415-273,ENSDARG00000103542,A0A0R4IWK5:O73682,VEGFA,Vegfa,Yes,VEGFA
Matrisome-associated,Secreted Factors,vegfab,vascular endothelial growth factor Ab,ZDB-GENE-030131-4605,ENSDARG00000034700,Q5RHW5:Q1ANK8:A4VCG6:F6NQW1:Q1ECU5:F1QTG5:Q0QYI0:F1QDN7,VEGFA,Vegfa,Yes,VEGFA
Matrisome-associated,Secreted Factors,vegfba,vascular endothelial growth factor Ba,ZDB-GENE-120510-3,ENSDARG00000090997,-,VEGFB,Vegfb,Yes,VEGFB
Matrisome-associated,Secreted Factors,vegfbb,vascular endothelial growth factor Bb,ZDB-GENE-091204-285,ENSDARG00000092480,E9QDL3,VEGFB,Vegfb,Yes,VEGFB
Matrisome-associated,Secreted Factors,vegfc,vascular endothelial growth factor c,ZDB-GENE-040303-4,ENSDARG00000069640,F6P2I4:Q7T3I6,VEGFC,Vegfc,Yes,VEGFC
Matrisome-associated,Secreted Factors,vwc2,von Willebrand factor C domain containing 2,ZDB-GENE-090313-315,ENSDARG00000076495,B0I1T8,VWC2,Vwc2,Yes,VWC2
Matrisome-associated,Secreted Factors,vwc2l,von Willebrand factor C domain containing protein 2-like,ZDB-GENE-081104-169,ENSDARG00000069134,B0UZC8,VWC2L,Vwc2l,Yes,VWC2L
Matrisome-associated,Secreted Factors,wfikkn1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",ZDB-GENE-040426-2465,ENSDARG00000101364,A0A0R4IS20:Q6NUX0,WFIKKN1,Wfikkn1,Yes,WFIKKN1
Matrisome-associated,Secreted Factors,wfikkn2a,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2a",ZDB-GENE-120914-1,ENSDARG00000013460,J7JWR0:E7F0N3,WFIKKN2,Wfikkn2,Yes,WFIKKN2
Matrisome-associated,Secreted Factors,wfikkn2b,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2b",ZDB-GENE-110414-1,ENSDARG00000059139,E7FCX1:J7K3J9,WFIKKN2,Wfikkn2,Yes,WFIKKN2
Matrisome-associated,Secreted Factors,wif1,wnt inhibitory factor 1,ZDB-GENE-990712-17,ENSDARG00000005541,Q5TZI0:Q9W6F9,WIF1,Wif1,Yes,WIF1
Matrisome-associated,Secreted Factors,wnt1,"wingless-type MMTV integration site family, member 1",ZDB-GENE-980526-526,ENSDARG00000055554,B3DI55:A0A0B5JWC2:F1QUW0:P24257,WNT1,Wnt1,Yes,WNT1
Matrisome-associated,Secreted Factors,wnt10a,"wingless-type MMTV integration site family, member 10a",ZDB-GENE-990415-278,ENSDARG00000017155,P43446:B0V1G8:B3DJZ0,WNT10A,Wnt10a,Yes,WNT10A
Matrisome-associated,Secreted Factors,wnt10b,"wingless-type MMTV integration site family, member 10b",ZDB-GENE-980526-524,ENSDARG00000040925,B3DG58:Q801F7:A0A0B5JWF2,WNT10B,Wnt10b,Yes,WNT10B
Matrisome-associated,Secreted Factors,wnt11,"wingless-type MMTV integration site family, member 11",ZDB-GENE-990603-12,ENSDARG00000004256,O73864:A0A0B5JS77:B8JM95:B3DH42,WNT11,Wnt11,Yes,WNT11
Matrisome-associated,Secreted Factors,wnt11r,"wingless-type MMTV integration site family, member 11, related",ZDB-GENE-980526-249,ENSDARG00000014796,A0A0B5JSD6:Q9I9I2,WNT11,Wnt11,Yes,WNT11
Matrisome-associated,Secreted Factors,wnt16,"wingless-type MMTV integration site family, member 16",ZDB-GENE-040426-2330,ENSDARG00000094973,A5WVL3:A0A0R4IL49:Q6NYX0:F2Z4V5,WNT16,Wnt16,Yes,WNT16
Matrisome-associated,Secreted Factors,wnt2,wingless-type MMTV integration site family member 2,ZDB-GENE-980526-416,ENSDARG00000041117,A0M8V9:Q92048,WNT2,Wnt2,Yes,WNT2
Matrisome-associated,Secreted Factors,wnt2ba,"wingless-type MMTV integration site family, member 2Ba",ZDB-GENE-030717-2,ENSDARG00000005050,B3DFK5:Q8AY89,WNT2B,Wnt2b,Yes,WNT2B
Matrisome-associated,Secreted Factors,wnt2bb,"wingless-type MMTV integration site family, member 2Bb",ZDB-GENE-060824-6,ENSDARG00000032234,Q1L130:B0S7E3,WNT2B,Wnt2b,Yes,WNT2B
Matrisome-associated,Secreted Factors,wnt3,"wingless-type MMTV integration site family, member 3",ZDB-GENE-081003-1,ENSDARG00000038990,B0LK22,WNT3,Wnt3,Yes,WNT3
Matrisome-associated,Secreted Factors,wnt3a,"wingless-type MMTV integration site family, member 3A",ZDB-GENE-001106-1,ENSDARG00000058822,F1QK98:Q6IYD9:A0A0R4IS59,WNT3A,Wnt3a,Yes,WNT3A
Matrisome-associated,Secreted Factors,wnt4a,"wingless-type MMTV integration site family, member 4a",ZDB-GENE-980526-352,ENSDARG00000071208,A0A0B5JFI1:P47793:Q1RLW9,WNT4,Wnt4,Yes,WNT4
Matrisome-associated,Secreted Factors,wnt4b,"wingless-type MMTV integration site family, member 4b",ZDB-GENE-000411-1,ENSDARG00000040159,A3KQ12:Q9IAU3:A0A0B5JQ72:F6NGJ7,WNT4,Wnt4,Yes,WNT4
Matrisome-associated,Secreted Factors,wnt5a,"wingless-type MMTV integration site family, member 5a",ZDB-GENE-060328-3,ENSDARG00000104973,A1BPR0:A7E271:F1Q8M2,WNT5A,Wnt5a,Yes,WNT5A
Matrisome-associated,Secreted Factors,wnt5b,"wingless-type MMTV integration site family, member 5b",ZDB-GENE-980526-87,ENSDARG00000102464,Q92050:B3DI33,WNT5B,Wnt5b,Yes,WNT5B
Matrisome-associated,Secreted Factors,wnt6a,"wingless-type MMTV integration site family, member 6a",ZDB-GENE-111114-1,ENSDARG00000038283,X1WF20:F1RB76,WNT6,Wnt6,Yes,WNT6
Matrisome-associated,Secreted Factors,wnt6b,"wingless-type MMTV integration site family, member 6b",ZDB-GENE-070912-513,ENSDARG00000073935,F1RAB5:F1R205,WNT6,Wnt6,Yes,WNT6
Matrisome-associated,Secreted Factors,wnt7aa,"wingless-type MMTV integration site family, member 7Aa",ZDB-GENE-051129-1,ENSDARG00000044827,Q4JLT0,WNT7A,Wnt7a,Yes,WNT7A
Matrisome-associated,Secreted Factors,wnt7ab,"wingless-type MMTV integration site family, member 7Ab",ZDB-GENE-100922-44,-,-,WNT7A,Wnt7a,Yes,WNT7A
Matrisome-associated,Secreted Factors,wnt7ba,"wingless-type MMTV integration site family, member 7Ba",ZDB-GENE-041210-178,ENSDARG00000022858,F1RCY4:F1Q5B7,WNT7B,Wnt7b,Yes,WNT7B
Matrisome-associated,Secreted Factors,wnt7bb,"wingless-type MMTV integration site family, member 7Bb",ZDB-GENE-081006-1,ENSDARG00000071107,F1Q9W3:B6VA40,WNT7B,Wnt7b,Yes,WNT7B
Matrisome-associated,Secreted Factors,wnt8a,"wingless-type MMTV integration site family, member 8a",ZDB-GENE-980526-332,ENSDARG00000105311,Q90YJ8:B8A6C0:P51028:B2GP18:B8A6B9:Q90YL8:B8A6C1:B8A4J5,WNT8A,Wnt8a,Yes,WNT8A
Matrisome-associated,Secreted Factors,wnt8b,"wingless-type MMTV integration site family, member 8b",ZDB-GENE-990415-279,ENSDARG00000006911,P51029:A0A0B5JKB4:B7ZD55,WNT8B,Wnt8b,Yes,WNT8B
Matrisome-associated,Secreted Factors,wnt9a,"wingless-type MMTV integration site family, member 9A",ZDB-GENE-060825-97,ENSDARG00000063437,B6V3E1:F6NQQ2:A5GZY3:F6NSS8:Q0P406,WNT9A,Wnt9a,Yes,WNT9A
Matrisome-associated,Secreted Factors,wnt9b,"wingless-type MMTV integration site family, member 9B",ZDB-GENE-080201-1,ENSDARG00000037889,B6V3E2,WNT9B,Wnt9b,Yes,WNT9B
Putative Matrisome,,myoc,myocilin,ZDB-GENE-050425-2,ENSDARG00000021789,Q5F0G5,MYOC,Myoc,Putative,MYOC
Putative Matrisome,,si:dkey-61l1.4,si:dkey-61l1.4,ZDB-GENE-070705-483,ENSDARG00000092567,A5WWD4, -, -,Putative, -
Putative Matrisome,,si:ch211-262h13.5,si:ch211-262h13.5,ZDB-GENE-050208-372,ENSDARG00000070892,Q1LUV0, -, -,Putative, -
Putative Matrisome,,olfml3a,olfactomedin-like 3a,ZDB-GENE-060825-31,ENSDARG00000061852,Q29RB4,OLFML3,Olfml3,Putative,OLFML3
Putative Matrisome,,spp2,secreted phosphoprotein 2,ZDB-GENE-090313-223,ENSDARG00000095590 ,E9QG22, -, -,Putative, -
Putative Matrisome,,ucmaa,upper zone of growth plate and cartilage matrix associated a,ZDB-GENE-070410-71,ENSDARG00000027799,,UCMA,Ucma,Putative,UCMA
Putative Matrisome,,ucmab,upper zone of growth plate and cartilage matrix associated b,ZDB-GENE-040426-2368,ENSDARG00000005485,Q6NWB6,UCMA,Ucma,Putative,UCMA
Putative Matrisome,,crtap,cartilage associated protein,ZDB-GENE-040426-2619,ENSDARG00000018010,Q1L8P0,CRTAP,Crtap,Putative,CRTAP
Putative Matrisome,,Fcgbp,Fc fragment of IgG binding protein,ZDB-GENE-140106-111, -,F1RDU8,FCGBP,Fcgbp,Putative,FCGBP
Putative Matrisome,,metrnl,"meteorin, glial cell differentiation regulator-like",ZDB-GENE-040426-1917,ENSDARG00000101914,F1Q9N5,METRNL,Metrnl,Putative,METRNL
Putative Matrisome,,olfml2a,olfactomedin-like 2A,ZDB-GENE-081105-107,ENSDARG00000005648,B0UXR7,OLFML2A,Olfml2a,Putative,OLFML2A
Putative Matrisome,,otomp,otolith matrix protein,ZDB-GENE-040709-1,ENSDARG00000040306 ,F1QFL7, -, -,Putative, -
